1	4
1	11
1	14
1	17
1	22
1	24
1	27
1	31
1	64
1	65
1	69
1	76
1	153
1	161
1	170
1	172
1	182
1	193
1	198
1	207
1	218
1	224
1	243
1	253
1	254
1	255
1	275
1	304
1	307
1	314
1	319
1	323
1	342
1	448
1	508
1	509
1	532
1	620
1	631
1	692
1	704
1	729
1	745
1	746
1	769
1	875
1	890
1	920
1	934
2	5
2	29
2	45
2	66
2	72
2	75
2	85
2	102
2	120
2	123
2	124
2	131
2	163
2	203
2	219
2	227
2	234
2	237
2	255
2	277
2	283
2	292
2	302
2	329
2	330
2	352
2	354
2	385
2	406
2	426
2	459
2	489
2	600
2	616
2	658
2	668
2	675
2	721
2	779
2	798
2	861
2	943
2	957
2	960
2	967
2	977
3	12
3	14
3	19
3	30
3	37
3	47
3	48
3	56
3	59
3	60
3	63
3	71
3	74
3	79
3	95
3	103
3	105
3	127
3	158
3	159
3	180
3	193
3	223
3	229
3	261
3	265
3	270
3	296
3	336
3	397
3	487
3	512
3	569
3	593
3	608
3	650
3	670
3	684
3	696
3	703
3	726
3	856
3	885
3	894
3	959
3	961
4	7
4	9
4	10
4	15
4	16
4	20
4	28
4	35
4	61
4	62
4	70
4	83
4	104
4	111
4	125
4	135
4	141
4	143
4	144
4	162
4	192
4	197
4	215
4	222
4	231
4	259
4	260
4	288
4	337
4	365
4	390
4	529
4	550
4	610
4	678
4	762
4	787
4	803
4	812
4	841
4	965
4	991
5	11
5	18
5	32
5	38
5	46
5	53
5	75
5	85
5	100
5	108
5	115
5	131
5	134
5	156
5	183
5	214
5	230
5	239
5	246
5	266
5	298
5	330
5	353
5	377
5	378
5	458
5	467
5	478
5	479
5	493
5	518
5	525
5	551
5	568
5	624
5	626
5	727
5	795
5	813
5	861
5	922
5	957
6	14
6	15
6	18
6	24
6	52
6	55
6	58
6	73
6	81
6	92
6	101
6	102
6	135
6	153
6	154
6	157
6	167
6	182
6	219
6	235
6	262
6	318
6	327
6	356
6	360
6	424
6	425
6	431
6	440
6	452
6	455
6	477
6	494
6	631
6	702
6	736
6	826
6	854
6	878
6	924
6	964
6	986
7	8
7	10
7	15
7	17
7	26
7	28
7	34
7	83
7	87
7	93
7	108
7	119
7	140
7	153
7	154
7	162
7	213
7	215
7	260
7	326
7	365
7	413
7	417
7	428
7	430
7	454
7	500
7	511
7	562
7	567
7	583
7	584
7	665
7	699
7	730
7	800
7	818
7	841
7	950
7	962
8	10
8	15
8	16
8	28
8	29
8	32
8	36
8	41
8	48
8	62
8	109
8	116
8	119
8	142
8	157
8	184
8	191
8	208
8	221
8	231
8	238
8	263
8	284
8	288
8	292
8	346
8	368
8	394
8	400
8	421
8	454
8	511
8	514
8	527
8	571
8	853
8	896
8	916
8	955
8	1000
9	16
9	17
9	28
9	34
9	41
9	48
9	62
9	116
9	126
9	138
9	140
9	149
9	180
9	186
9	213
9	215
9	220
9	225
9	242
9	246
9	286
9	299
9	337
9	349
9	485
9	491
9	500
9	526
9	558
9	580
9	615
9	647
9	679
9	687
9	688
9	815
9	847
9	880
9	884
9	942
10	15
10	16
10	20
10	53
10	62
10	77
10	118
10	138
10	140
10	141
10	147
10	180
10	198
10	208
10	244
10	270
10	285
10	308
10	347
10	361
10	381
10	415
10	426
10	429
10	472
10	567
10	647
10	649
10	655
10	739
10	803
10	835
10	845
10	866
10	877
10	931
11	25
11	28
11	29
11	32
11	38
11	44
11	63
11	82
11	87
11	92
11	155
11	203
11	226
11	230
11	234
11	300
11	342
11	358
11	387
11	414
11	501
11	598
11	679
11	681
11	721
11	725
11	779
11	798
11	817
11	820
11	824
11	839
11	850
11	861
11	925
11	936
11	951
12	19
12	30
12	39
12	56
12	74
12	79
12	95
12	96
12	97
12	98
12	111
12	114
12	127
12	128
12	144
12	149
12	193
12	200
12	203
12	204
12	269
12	281
12	317
12	496
12	504
12	533
12	550
12	608
12	660
12	686
12	706
12	783
12	790
12	811
12	863
12	864
12	941
13	14
13	22
13	24
13	27
13	44
13	68
13	73
13	86
13	133
13	153
13	160
13	174
13	244
13	254
13	255
13	273
13	293
13	318
13	321
13	338
13	367
13	382
13	455
13	480
13	509
13	540
13	545
13	552
13	556
13	669
13	733
13	765
13	896
13	897
13	920
13	932
13	953
13	972
14	22
14	52
14	55
14	64
14	79
14	90
14	116
14	133
14	146
14	153
14	160
14	165
14	170
14	172
14	185
14	207
14	240
14	273
14	341
14	367
14	369
14	374
14	409
14	454
14	545
14	553
14	628
14	629
14	642
14	658
14	677
14	707
14	875
14	893
15	17
15	27
15	54
15	70
15	77
15	88
15	106
15	118
15	125
15	140
15	174
15	183
15	186
15	205
15	260
15	295
15	331
15	337
15	427
15	472
15	494
15	527
15	529
15	535
15	550
15	554
15	567
15	621
15	666
15	691
15	754
15	949
16	26
16	28
16	34
16	39
16	57
16	83
16	88
16	116
16	138
16	140
16	177
16	191
16	200
16	248
16	288
16	295
16	383
16	389
16	404
16	429
16	464
16	527
16	571
16	677
16	687
16	697
16	718
16	722
16	791
16	799
16	871
16	956
17	26
17	36
17	109
17	111
17	153
17	172
17	184
17	186
17	192
17	197
17	200
17	219
17	284
17	410
17	421
17	464
17	499
17	528
17	551
17	552
17	621
17	644
17	645
17	646
17	666
17	689
17	770
17	871
17	880
17	899
17	970
18	21
18	49
18	50
18	52
18	54
18	58
18	77
18	87
18	101
18	132
18	161
18	165
18	185
18	207
18	210
18	240
18	245
18	254
18	258
18	283
18	293
18	329
18	357
18	419
18	466
18	468
18	521
18	763
18	777
18	792
18	848
18	889
18	906
19	30
19	33
19	37
19	39
19	40
19	56
19	71
19	78
19	87
19	89
19	95
19	96
19	101
19	148
19	171
19	180
19	188
19	193
19	204
19	228
19	339
19	361
19	372
19	447
19	462
19	497
19	622
19	670
19	731
19	747
19	885
19	938
19	997
20	26
20	28
20	34
20	36
20	42
20	43
20	83
20	93
20	119
20	126
20	140
20	162
20	205
20	206
20	226
20	260
20	263
20	288
20	364
20	436
20	479
20	512
20	567
20	609
20	647
20	714
20	828
20	853
20	860
20	915
20	956
20	980
21	22
21	24
21	30
21	34
21	69
21	73
21	87
21	111
21	133
21	161
21	166
21	172
21	181
21	207
21	254
21	281
21	313
21	327
21	356
21	391
21	409
21	425
21	452
21	460
21	517
21	565
21	729
21	829
21	838
21	848
21	873
21	887
21	924
22	27
22	37
22	52
22	84
22	92
22	109
22	178
22	182
22	301
22	332
22	367
22	396
22	431
22	492
22	518
22	560
22	620
22	628
22	649
22	693
22	734
22	750
22	763
22	774
22	862
22	864
22	872
22	889
22	958
23	25
23	38
23	44
23	68
23	75
23	82
23	85
23	87
23	91
23	95
23	100
23	101
23	120
23	137
23	196
23	211
23	234
23	252
23	253
23	331
23	344
23	358
23	366
23	373
23	377
23	435
23	488
23	668
23	683
23	696
23	705
23	820
23	900
24	58
24	74
24	76
24	112
24	132
24	148
24	165
24	170
24	222
24	232
24	245
24	278
24	307
24	311
24	316
24	342
24	363
24	391
24	407
24	482
24	555
24	560
24	614
24	663
24	669
24	802
24	954
24	990
24	1000
25	44
25	56
25	61
25	102
25	115
25	130
25	150
25	155
25	157
25	163
25	175
25	209
25	212
25	217
25	255
25	274
25	300
25	308
25	416
25	493
25	504
25	611
25	643
25	661
25	696
25	701
25	752
25	831
25	872
25	885
26	28
26	34
26	36
26	43
26	48
26	57
26	72
26	80
26	106
26	111
26	141
26	142
26	162
26	179
26	209
26	282
26	295
26	370
26	373
26	397
26	430
26	438
26	751
26	761
26	877
26	954
26	955
26	998
27	31
27	50
27	69
27	84
27	87
27	90
27	154
27	218
27	228
27	245
27	338
27	351
27	359
27	382
27	398
27	419
27	451
27	468
27	473
27	482
27	515
27	729
27	756
27	829
27	870
27	875
27	935
27	969
28	36
28	42
28	55
28	88
28	99
28	126
28	162
28	186
28	206
28	299
28	464
28	465
28	501
28	609
28	730
28	769
28	770
28	787
28	809
28	858
28	946
28	949
28	951
28	996
29	75
29	89
29	90
29	100
29	110
29	115
29	152
29	156
29	196
29	241
29	246
29	256
29	277
29	347
29	372
29	373
29	394
29	435
29	478
29	488
29	516
29	568
29	661
29	679
29	822
29	840
29	943
29	957
30	33
30	51
30	53
30	60
30	79
30	97
30	99
30	103
30	105
30	152
30	175
30	201
30	208
30	216
30	269
30	305
30	332
30	379
30	393
30	401
30	446
30	569
30	597
30	600
30	680
30	809
31	49
31	65
31	81
31	87
31	101
31	133
31	161
31	172
31	278
31	290
31	344
31	356
31	398
31	431
31	440
31	453
31	461
31	469
31	503
31	576
31	664
31	704
31	814
31	838
31	872
31	878
31	886
31	941
32	44
32	45
32	60
32	63
32	72
32	85
32	89
32	96
32	102
32	110
32	115
32	137
32	142
32	187
32	203
32	212
32	217
32	277
32	315
32	433
32	486
32	776
32	795
32	824
32	911
32	967
33	39
33	51
33	59
33	67
33	71
33	97
33	105
33	168
33	174
33	190
33	297
33	305
33	335
33	379
33	399
33	407
33	432
33	446
33	496
33	594
33	608
33	650
33	702
33	836
33	856
33	879
33	912
34	36
34	54
34	119
34	122
34	138
34	157
34	162
34	169
34	191
34	208
34	286
34	343
34	440
34	491
34	528
34	546
34	603
34	604
34	743
34	847
34	951
34	991
34	993
35	62
35	82
35	93
35	111
35	128
35	183
35	191
35	192
35	231
35	248
35	255
35	260
35	263
35	284
35	337
35	365
35	483
35	571
35	587
35	645
35	663
35	712
35	783
35	844
35	902
35	949
35	981
35	982
36	43
36	48
36	54
36	62
36	88
36	109
36	121
36	142
36	189
36	213
36	284
36	286
36	404
36	472
36	491
36	505
36	617
36	659
36	690
36	720
36	781
36	828
36	871
37	47
37	51
37	58
37	71
37	74
37	117
37	133
37	164
37	176
37	201
37	216
37	228
37	261
37	337
37	380
37	499
37	543
37	710
37	741
37	746
37	807
37	826
37	837
37	885
37	995
38	45
38	46
38	68
38	120
38	126
38	139
38	155
38	181
38	237
38	249
38	251
38	252
38	344
38	358
38	378
38	461
38	577
38	624
38	681
38	734
38	748
38	776
38	874
38	925
38	994
39	40
39	47
39	51
39	53
39	64
39	105
39	164
39	190
39	193
39	218
39	236
39	250
39	281
39	310
39	345
39	496
39	547
39	582
39	590
39	626
39	732
39	796
39	907
39	987
40	51
40	78
40	86
40	96
40	112
40	117
40	144
40	146
40	158
40	216
40	228
40	229
40	271
40	310
40	339
40	371
40	381
40	416
40	445
40	502
40	541
40	588
40	593
40	607
40	766
40	833
41	43
41	48
41	49
41	54
41	118
41	135
41	138
41	140
41	173
41	213
41	217
41	243
41	325
41	418
41	491
41	527
41	534
41	563
41	579
41	609
41	615
41	621
41	699
41	867
41	951
41	991
42	57
42	83
42	88
42	94
42	112
42	118
42	119
42	129
42	142
42	168
42	197
42	198
42	200
42	285
42	464
42	554
42	558
42	581
42	601
42	616
42	638
42	719
42	772
42	785
42	932
43	80
43	82
43	116
43	146
43	225
43	254
43	260
43	279
43	284
43	325
43	370
43	410
43	415
43	472
43	499
43	534
43	579
43	605
43	711
43	835
43	915
43	965
43	993
44	62
44	91
44	114
44	137
44	155
44	189
44	195
44	251
44	340
44	353
44	376
44	385
44	551
44	591
44	612
44	701
44	758
44	795
44	798
44	813
44	958
45	100
45	115
45	124
45	130
45	131
45	134
45	159
45	219
45	239
45	274
45	275
45	283
45	302
45	354
45	366
45	458
45	643
45	694
45	727
45	748
45	752
45	948
45	987
46	72
46	75
46	91
46	92
46	104
46	113
46	120
46	124
46	155
46	175
46	211
46	226
46	241
46	335
46	411
46	467
46	612
46	675
46	725
46	776
46	798
46	849
46	914
46	985
47	56
47	71
47	74
47	95
47	98
47	99
47	158
47	170
47	198
47	236
47	295
47	296
47	463
47	559
47	588
47	618
47	633
47	673
47	797
47	808
47	891
47	894
47	975
48	57
48	80
48	118
48	131
48	157
48	205
48	208
48	221
48	326
48	346
