1	2
2	4
3	1
4	3
5	4
6	2
7	3
8	3
9	3
10	3
11	4
12	1
13	2
14	2
15	3
16	3
17	3
18	2
19	1
20	3
21	2
22	2
23	4
24	2
25	4
26	3
27	2
28	3
29	4
30	1
31	2
32	4
33	1
34	3
35	3
36	3
37	1
38	4
39	1
40	1
41	3
42	3
43	3
44	4
45	4
46	4
47	1
48	3
49	2
50	2
51	1
52	2
53	1
54	3
55	2
56	1
57	3
58	2
59	1
60	1
61	4
62	3
63	4
64	2
65	2
66	4
67	1
68	4
69	2
70	3
71	1
72	4
73	2
74	1
75	4
76	2
77	3
78	1
79	1
80	3
81	2
82	4
83	3
84	2
85	4
86	2
87	2
88	3
89	4
90	2
91	4
92	4
93	3
94	3
95	1
96	1
97	1
98	1
99	1
100	4
101	2
102	4
103	1
104	4
105	1
106	3
107	4
108	4
109	3
110	4
111	3
112	1
113	1
114	1
115	4
116	3
117	1
118	3
119	3
120	4
121	1
122	3
123	4
124	4
125	3
126	3
127	1
128	1
129	3
130	4
131	4
132	2
133	2
134	4
135	3
136	2
137	4
138	3
139	1
140	3
141	3
142	3
143	3
144	1
145	1
146	2
147	3
148	1
149	1
150	4
151	1
152	4
153	2
154	2
155	4
156	4
157	3
158	1
159	1
160	2
161	2
162	3
163	4
164	1
165	2
166	2
167	2
168	1
169	4
170	2
171	1
172	2
173	3
174	1
175	4
176	1
177	2
178	2
179	3
180	3
181	4
182	2
183	3
184	3
185	2
186	3
187	4
188	1
189	4
190	1
191	3
192	3
193	1
194	1
195	4
196	4
197	3
198	3
199	1
200	3
201	1
202	2
203	4
204	1
205	3
206	3
207	2
208	3
209	4
210	2
211	4
212	4
213	3
214	1
215	3
216	1
217	4
218	2
219	4
220	3
221	3
222	4
223	2
224	2
225	3
226	4
227	4
228	1
229	1
230	4
231	3
232	2
233	1
234	4
235	2
236	1
237	4
238	3
239	4
240	2
241	4
242	1
243	2
244	1
245	2
246	4
247	1
248	3
249	4
250	1
251	4
252	4
253	2
254	2
255	4
256	4
257	1
258	2
259	3
260	3
261	1
262	2
263	3
264	1
265	1
266	4
267	4
268	1
269	1
270	1
271	1
272	2
273	2
274	4
275	2
276	3
277	4
278	2
279	3
280	1
281	2
282	2
283	4
284	3
285	3
286	3
287	3
288	3
289	2
290	2
291	1
292	4
293	2
294	1
295	3
296	1
297	1
298	4
299	4
300	4
301	2
302	4
303	4
304	2
305	1
306	4
307	2
308	4
309	4
310	1
311	2
312	4
313	2
314	2
315	4
316	2
317	1
318	2
319	2
320	4
321	2
322	3
323	2
324	1
325	3
326	3
327	2
328	1
329	4
330	4
331	3
332	2
333	2
334	1
335	1
336	1
337	3
338	2
339	1
340	2
341	1
342	2
343	1
344	4
345	1
346	3
347	3
348	2
349	4
350	4
351	1
352	4
353	4
354	4
355	2
356	2
357	4
358	4
359	2
360	2
361	1
362	4
363	2
364	3
365	3
366	4
367	2
368	3
369	2
370	3
371	2
372	1
373	4
374	4
375	2
376	4
377	4
378	4
379	1
380	1
381	3
382	2
383	3
384	2
385	4
386	4
387	4
388	1
389	3
390	2
391	2
392	4
393	1
394	4
395	4
396	2
397	1
398	2
399	1
400	3
401	1
402	4
403	2
404	3
405	1
406	4
407	1
408	4
409	2
410	3
411	4
412	2
413	3
414	4
415	3
416	1
417	3
418	3
419	2
420	2
421	3
422	3
423	4
424	2
425	2
426	3
427	1
428	3
429	3
430	3
431	2
432	1
433	4
434	2
435	4
436	3
437	3
438	3
439	2
440	2
441	4
442	1
443	3
444	4
445	1
446	1
447	1
448	2
449	4
450	2
451	2
452	2
453	2
454	3
455	2
456	4
457	2
458	4
459	4
460	2
461	4
462	1
463	1
464	3
465	3
466	2
467	4
468	2
469	2
470	2
471	1
472	3
473	2
474	2
475	4
476	2
477	2
478	4
479	4
480	2
481	2
482	2
483	3
484	2
485	3
486	4
487	2
488	4
489	4
490	2
491	3
492	2
493	4
494	3
495	4
496	1
497	1
498	1
499	3
500	3
501	4
502	1
503	1
504	1
505	3
506	1
507	2
508	4
509	2
510	2
511	3
512	1
513	2
514	3
515	4
516	2
517	1
518	2
519	2
520	1
521	2
522	2
523	1
524	1
525	4
526	3
527	3
528	3
529	3
530	2
531	1
532	2
533	1
534	3
535	3
536	3
537	3
538	4
539	1
540	2
541	1
542	1
543	1
544	2
545	2
546	3
547	1
548	2
549	4
550	3
551	4
552	3
553	2
554	3
555	2
556	2
557	1
558	3
559	1
560	2
561	1
562	1
563	3
564	2
565	2
566	2
567	3
568	4
569	1
570	1
571	3
572	1
573	4
574	4
575	4
576	2
577	4
578	3
579	3
580	1
581	3
582	1
583	3
584	3
585	4
586	1
587	2
588	1
589	4
590	1
591	4
592	1
593	1
594	1
595	2
596	1
597	1
598	4
599	4
600	1
601	3
602	4
603	4
604	3
605	4
606	1
607	1
608	1
609	3
610	3
611	1
612	4
613	3
614	2
615	3
616	3
617	3
618	1
619	3
620	2
621	3
622	1
623	1
624	4
625	4
626	1
627	4
628	2
629	1
630	1
631	2
632	3
633	1
634	1
635	1
636	3
637	3
638	3
639	4
640	1
641	4
642	2
643	4
644	3
645	3
646	3
647	3
648	4
649	3
650	1
651	4
652	3
653	1
654	4
655	3
656	1
657	2
658	4
659	3
660	1
661	4
662	1
663	3
664	2
665	3
666	3
667	4
668	4
669	2
670	1
671	2
672	2
673	1
674	2
675	4
676	4
677	2
678	3
679	4
680	1
681	4
682	2
683	4
684	1
685	4
686	1
687	3
688	3
689	3
690	3
691	2
692	2
693	2
694	1
695	2
696	4
697	4
698	1
699	3
700	4
701	4
702	2
703	1
704	2
705	4
706	1
707	2
708	1
709	4
710	1
711	3
712	3
713	4
714	3
715	4
716	2
717	1
718	3
719	1
720	3
721	4
722	3
723	1
724	4
725	4
726	1
727	4
728	1
729	2
730	3
731	1
732	1
733	2
734	2
735	1
736	2
737	4
738	2
739	3
740	4
741	1
742	4
743	3
744	3
745	4
746	1
747	1
748	4
749	4
750	2
751	3
752	4
753	1
754	3
755	4
756	3
757	1
758	4
759	1
760	2
761	3
762	1
763	2
764	2
765	2
766	1
767	4
768	4
769	2
770	3
771	1
772	4
773	4
774	2
775	2
776	4
777	2
778	3
779	4
780	1
781	3
782	1
783	3
784	4
785	3
786	1
787	3
788	4
789	3
790	1
791	4
792	2
793	4
794	4
795	4
796	1
797	1
798	4
799	3
800	3
801	2
802	2
803	3
804	4
805	4
806	3
807	1
808	1
809	3
810	4
811	1
812	2
813	4
814	2
815	3
816	4
817	4
818	3
819	1
820	4
821	3
822	4
823	2
824	4
825	2
826	1
827	4
828	3
829	2
830	1
831	4
832	2
833	1
834	2
835	3
836	1
837	1
838	2
839	4
840	4
841	3
842	4
843	4
844	3
845	3
846	1
847	3
848	2
849	4
850	4
851	1
852	3
853	3
854	2
855	2
856	1
857	1
858	3
859	3
860	3
861	4
862	2
863	1
864	1
865	2
866	3
867	4
868	3
869	4
870	2
871	3
872	2
873	2
874	4
875	2
876	2
877	3
878	2
879	1
880	3
881	2
882	4
883	3
884	3
885	1
886	2
887	2
888	3
889	2
890	2
891	1
892	2
893	2
894	1
895	1
896	2
897	2
898	1
899	3
900	2
901	1
902	3
903	4
904	4
905	2
906	2
907	1
908	1
909	4
910	2
911	3
912	1
913	1
914	4
915	3
916	1
917	2
918	1
919	1
920	2
921	2
922	4
923	2
924	2
925	4
926	1
927	4
928	2
929	1
930	3
931	3
932	2
933	2
934	2
935	2
936	4
937	4
938	1
939	3
940	1
941	1
942	3
943	4
944	1
945	1
946	3
